,wage,educ,educ_parent,born,state,iq,dist_to_unitown
31555,2156.57,21,7,1974-01-22,42,111.0,76
31556,1619.39,13,7,1977-12-03,17,111.0,75
31557,183.93,8,19,1980-02-04,25,106.0,83
31558,431.69,11,6,1976-03-12,36,100.0,76
31559,204.11,8,11,1977-07-17,17,104.0,54
31560,1163.99,14,16,1982-01-18,21,100.0,66
31561,1178.45,14,9,1975-07-18,17,96.0,68
31562,1295.19,18,15,1977-09-06,42,119.0,84
31563,581.54,15,14,1975-03-19,47,103.0,86
31564,171.85,12,9,1978-04-04,27,73.0,68
31565,523.83,14,9,1981-07-05,36,107.0,70
31566,1347.84,14,12,1976-02-19,6,106.0,74
31567,260.59,15,7,1975-12-25,40,127.0,78
31568,69.82,11,15,1979-09-09,1,76.0,75
31569,1041.26,17,7,1981-12-06,20,91.0,81
31570,211.65,16,15,1982-06-28,36,99.0,76
31571,279.44,9,8,1977-01-04,51,111.0,86
31572,1125.95,18,5,1976-09-15,39,110.0,86
31573,2277.67,17,9,1976-04-17,6,129.0,86
31574,698.35,19,12,1983-08-16,41,111.0,84
31575,65.69,7,9,1978-10-30,19,113.0,59
31576,153.71,11,15,1977-10-09,45,104.0,76
31577,1172.25,15,7,1982-04-20,42,110.0,85
31578,439.77,14,13,1981-07-25,47,70.0,83
31579,215.5,7,11,1977-03-19,18,80.0,66
31580,473.28,11,9,1975-07-22,25,96.0,69
31581,873.01,10,7,1978-01-30,27,64.0,88
31582,65.05,13,7,1982-12-22,20,97.0,61
31583,385.08,8,10,1975-05-18,39,91.0,79
31584,770.62,10,13,1983-12-20,13,104.0,83
31585,217.58,10,10,1975-03-26,42,117.0,83
31586,463.31,12,8,1979-08-06,37,127.0,80
31587,542.76,13,12,1979-07-06,36,114.0,82
31588,213.88,14,11,1979-02-02,36,84.0,92
31589,309.36,12,9,1981-09-03,40,94.0,73
31590,349.49,14,11,1974-11-09,36,75.0,85
31591,866.28,16,21,1980-05-10,22,136.0,93
31592,2127.53,18,14,1983-07-11,47,77.0,96
31593,415.13,11,8,1977-12-21,36,93.0,70
31594,272.45,8,9,1975-01-05,24,96.0,91
31595,601.0,13,16,1980-10-29,17,121.0,83
31596,1198.24,11,11,1980-04-14,45,98.0,81
31597,136.28,8,7,1975-04-28,42,106.0,63
31598,1205.52,19,17,1974-12-25,25,93.0,91
31599,228.6,11,13,1979-02-10,24,77.0,70
31600,244.68,10,10,1983-08-24,54,117.0,85
31601,294.28,12,7,1981-06-23,51,99.0,75
31602,706.18,13,11,1980-08-28,36,116.0,84
31603,1051.02,17,9,1980-12-25,37,117.0,73
31604,1247.16,14,11,1983-06-22,42,115.0,82
31605,235.52,6,12,1977-07-15,18,106.0,69
31606,547.57,13,16,1978-05-27,6,107.0,84
31607,237.22,11,12,1980-12-23,5,92.0,70
31608,1222.01,19,7,1982-12-13,9,126.0,81
31609,1570.91,19,12,1980-03-26,6,101.0,92
31610,215.49,6,11,1976-09-19,40,101.0,74
31611,229.55,6,9,1974-01-06,51,105.0,68
31612,439.53,12,15,1975-04-22,17,91.0,73
31613,186.79,10,10,1974-08-08,12,105.0,76
31614,61.85,4,9,1974-04-09,47,101.0,88
31615,301.62,11,21,1982-02-25,34,110.0,83
31616,2235.08,14,9,1982-05-01,6,102.0,90
31617,148.63,9,8,1979-02-12,28,106.0,77
31618,472.47,13,9,1976-03-21,53,134.0,71
31619,646.83,11,15,1979-03-25,36,93.0,79
31620,1652.83,16,6,1981-03-28,4,107.0,92
31621,225.96,12,12,1981-09-26,36,115.0,77
31622,167.34,10,8,1974-02-12,36,101.0,74
31623,159.6,10,10,1983-12-20,22,93.0,73
31624,680.44,19,7,1981-02-28,39,99.0,88
31625,1374.01,14,8,1977-01-09,34,122.0,94
31626,548.61,16,9,1980-11-01,4,74.0,79
31627,67.52,8,11,1976-05-01,29,76.0,79
31628,361.87,13,12,1977-12-17,6,95.0,103
31629,753.97,16,9,1983-09-06,39,94.0,79
31630,1212.52,17,9,1977-08-14,26,96.0,78
31631,112.84,8,12,1978-11-15,48,80.0,88
31632,466.22,14,13,1978-12-15,37,106.0,80
31633,1355.6,12,9,1974-07-09,54,108.0,72
31634,217.96,8,5,1980-07-11,8,90.0,75
31635,700.48,14,12,1978-03-03,39,102.0,82
31636,1453.67,21,6,1976-06-16,55,89.0,87
31637,182.79,13,9,1976-05-09,6,126.0,71
31638,730.8,17,14,1978-12-09,1,99.0,70
31639,235.25,16,9,1977-07-06,29,109.0,88
31640,311.52,13,7,1977-06-16,18,67.0,73
31641,1281.49,16,10,1983-11-21,6,80.0,78
31642,275.94,16,8,1980-05-17,42,89.0,84
31643,153.33,7,8,1980-11-05,39,80.0,83
31644,103.66,8,12,1974-05-24,12,92.0,62
31645,302.06,12,11,1982-06-06,37,95.0,80
31646,1451.75,18,14,1982-12-13,24,104.0,92
31647,493.28,12,11,1974-11-23,6,95.0,94
31648,941.17,17,14,1974-07-18,6,92.0,75
31649,280.85,8,6,1982-04-20,34,89.0,80
31650,326.7,12,10,1977-03-04,36,91.0,80
31651,1659.78,19,9,1977-08-30,34,90.0,64
31652,922.86,21,7,1983-06-20,27,127.0,94
31653,159.32,10,10,1982-12-16,36,91.0,78
31654,285.6,10,16,1977-02-11,55,71.0,75
31655,1046.15,18,11,1982-09-22,39,103.0,75
31656,621.48,16,11,1974-05-10,22,79.0,89
31657,566.62,21,7,1983-08-26,40,108.0,72
31658,242.3,11,12,1982-09-19,26,118.0,78
31659,2826.33,15,15,1983-03-04,6,107.0,84
31660,1403.15,17,10,1980-08-09,17,114.0,86
31661,585.41,9,8,1974-06-09,39,110.0,90
31662,106.15,10,7,1974-04-04,12,99.0,88
31663,1345.5,19,10,1975-10-23,46,82.0,80
31664,880.87,14,6,1981-11-08,18,99.0,68
31665,131.07,11,10,1977-12-16,55,98.0,70
31666,409.8,18,12,1981-06-11,6,130.0,78
31667,260.97,10,5,1975-01-14,42,92.0,77
31668,811.48,13,11,1983-02-14,36,123.0,76
31669,373.48,18,11,1981-09-11,48,103.0,89
31670,741.13,18,12,1983-11-02,25,105.0,71
31671,187.09,17,5,1983-12-07,45,80.0,84
31672,622.03,7,9,1979-08-01,1,135.0,78
31673,328.63,11,10,1981-09-02,6,124.0,73
31674,2283.99,22,13,1975-03-28,24,77.0,77
31675,3112.0,20,10,1981-02-20,17,103.0,75
31676,329.81,11,8,1976-05-15,6,98.0,88
31677,591.03,9,13,1978-07-05,48,135.0,83
31678,464.8,14,11,1979-09-19,36,107.0,80
31679,197.0,13,7,1982-11-22,55,117.0,67
31680,263.97,12,10,1976-07-23,5,134.0,70
31681,516.45,11,13,1981-12-23,21,94.0,84
31682,512.66,12,15,1981-06-02,25,125.0,87
31683,3141.38,13,12,1983-07-14,17,119.0,88
31684,139.58,9,18,1981-08-17,45,85.0,79
31685,194.18,5,8,1978-08-24,42,103.0,81
31686,298.2,6,17,1983-09-18,24,117.0,92
31687,223.43,10,13,1976-11-29,51,110.0,76
31688,168.57,11,6,1980-08-08,8,102.0,79
31689,112.82,10,11,1974-06-25,25,111.0,80
31690,718.7,23,12,1981-08-30,39,110.0,62
31691,292.38,9,12,1976-12-07,17,128.0,73
31692,108.68,12,7,1980-12-07,17,88.0,90
31693,824.81,14,5,1979-03-19,26,115.0,82
31694,309.99,12,6,1982-01-27,21,94.0,99
31695,5133.12,24,16,1979-08-16,19,111.0,64
31696,433.98,14,12,1979-10-31,51,94.0,86
31697,155.77,9,8,1979-03-11,12,89.0,81
31698,516.21,14,12,1980-03-12,51,114.0,85
31699,946.2,14,10,1981-09-22,34,116.0,89
31700,2115.14,18,6,1975-07-16,9,106.0,72
31701,152.92,6,14,1982-03-20,30,74.0,82
31702,643.2,19,9,1975-01-26,12,96.0,82
31703,406.92,10,18,1983-01-23,21,98.0,85
31704,2312.46,21,10,1975-05-17,55,112.0,76
31705,242.73,9,6,1980-04-30,39,101.0,77
31706,127.76,9,8,1983-06-14,48,81.0,74
31707,932.27,17,8,1981-02-19,45,89.0,76
31708,377.72,10,10,1976-11-08,20,96.0,84
31709,1767.97,16,7,1978-04-09,40,91.0,73
31710,331.69,11,7,1977-03-29,39,107.0,81
31711,371.8,13,10,1978-12-19,24,107.0,77
31712,150.32,3,7,1976-01-01,47,117.0,86
31713,256.43,11,9,1981-02-28,39,96.0,80
31714,218.0,8,9,1975-12-19,9,93.0,74
31715,537.76,12,3,1982-01-10,48,95.0,64
31716,265.94,14,13,1975-05-14,6,100.0,87
31717,442.99,15,9,1979-08-23,4,103.0,63
31718,1222.29,13,12,1981-05-31,17,99.0,86
31719,2619.35,23,11,1982-10-14,24,122.0,84
31720,684.47,16,14,1981-02-07,42,110.0,84
31721,435.15,10,8,1974-08-11,54,106.0,87
31722,1216.98,11,7,1975-01-25,39,109.0,73
31723,104.36,6,5,1978-02-06,19,108.0,85
31724,1295.38,15,13,1976-12-10,51,111.0,77
31725,167.29,4,13,1976-04-22,21,70.0,95
31726,544.89,14,9,1976-01-09,34,104.0,77
31727,2032.03,20,14,1980-03-30,8,91.0,72
31728,584.66,16,14,1977-05-19,6,112.0,79
31729,284.11,7,17,1980-06-27,17,95.0,67
31730,395.12,15,10,1982-11-29,18,96.0,93
31731,141.34,13,15,1980-09-04,37,84.0,90
31732,201.37,6,8,1982-03-20,39,101.0,82
31733,1824.39,21,3,1975-12-27,6,87.0,77
31734,40.93,7,16,1980-02-21,48,92.0,81
31735,506.93,14,9,1974-10-22,26,88.0,81
31736,55.21,5,5,1982-03-27,5,100.0,88
31737,423.48,13,10,1981-09-17,17,111.0,75
31738,174.99,11,10,1974-04-17,8,80.0,90
31739,867.8,11,14,1983-09-24,41,93.0,95
31740,265.59,11,8,1978-08-29,12,90.0,76
31741,586.88,18,15,1974-04-11,25,111.0,87
31742,158.15,6,10,1975-10-06,18,111.0,82
31743,558.56,13,13,1981-05-17,39,109.0,72
31744,411.66,11,8,1982-02-22,49,77.0,79
31745,703.84,18,8,1983-09-13,17,103.0,90
31746,225.42,11,12,1978-02-11,36,102.0,75
31747,692.47,11,12,1983-06-14,22,94.0,92
31748,1088.25,19,13,1978-03-24,19,106.0,95
31749,1625.36,17,7,1978-11-17,1,104.0,87
31750,745.5,12,13,1977-01-31,17,123.0,90
31751,2208.91,20,9,1975-09-22,42,100.0,86
31752,277.87,8,13,1976-12-10,13,117.0,76
31753,593.1,11,13,1983-03-06,42,96.0,85
31754,835.05,11,6,1980-07-19,34,77.0,80
31755,219.88,8,11,1978-11-10,55,96.0,86
31756,40.42,7,12,1982-06-27,12,93.0,82
31757,168.35,3,12,1974-04-08,42,97.0,79
31758,200.2,12,11,1976-06-03,12,96.0,72
31759,717.13,12,7,1975-08-14,34,110.0,84
31760,649.64,14,10,1982-07-02,17,120.0,72
31761,958.07,18,11,1981-02-17,22,109.0,97
31762,409.33,16,10,1983-02-01,16,97.0,78
31763,675.19,13,17,1983-07-23,51,98.0,85
31764,253.67,13,13,1979-08-15,26,106.0,66
31765,626.03,16,5,1980-10-25,22,92.0,94
31766,860.15,15,15,1981-05-02,36,88.0,71
31767,397.88,14,8,1976-07-30,13,101.0,77
31768,995.28,12,13,1979-06-19,26,106.0,85
31769,437.0,14,5,1980-05-14,39,85.0,75
31770,1521.77,13,9,1981-02-14,4,103.0,91
31771,968.19,15,15,1981-09-01,18,115.0,76
31772,782.58,12,11,1981-07-05,53,75.0,64
31773,1060.81,14,7,1974-08-20,55,96.0,82
31774,259.26,13,10,1976-05-04,6,94.0,79
31775,738.3,17,6,1977-08-06,48,102.0,82
31776,807.62,13,14,1978-07-26,39,113.0,73
31777,1339.31,12,7,1974-08-09,26,102.0,73
31778,1012.96,14,13,1976-09-11,39,96.0,68
31779,449.46,10,10,1980-11-03,36,123.0,70
31780,95.78,6,12,1976-07-18,33,127.0,83
31781,245.64,15,10,1979-07-15,13,92.0,77
31782,221.03,8,12,1974-01-27,23,119.0,74
31783,593.61,19,13,1978-03-05,36,101.0,84
31784,907.06,19,11,1976-08-06,55,79.0,75
31785,127.9,8,6,1977-03-26,19,87.0,79
31786,366.69,10,6,1983-04-06,42,86.0,89
31787,2442.25,15,7,1975-07-05,26,102.0,72
31788,1240.85,16,13,1983-11-27,51,124.0,85
31789,603.43,12,6,1980-04-21,42,86.0,76
31790,413.88,12,11,1979-08-20,12,95.0,86
31791,319.97,10,6,1979-07-25,6,89.0,75
31792,900.14,14,16,1983-10-28,39,104.0,77
31793,153.21,11,6,1979-12-02,24,94.0,89
31794,446.11,11,12,1974-03-07,27,116.0,76
31795,259.64,9,10,1981-12-14,18,101.0,90
31796,185.97,13,12,1977-05-06,17,76.0,79
31797,147.19,6,10,1975-12-29,17,92.0,68
31798,274.47,10,10,1979-04-04,17,103.0,84
31799,112.94,7,12,1980-06-03,46,91.0,67
31800,599.25,12,8,1982-11-16,39,94.0,76
31801,208.41,10,6,1975-10-14,48,134.0,74
31802,380.96,8,8,1974-12-20,39,99.0,84
31803,281.9,11,10,1977-01-11,53,107.0,89
31804,593.06,14,11,1975-02-09,42,97.0,88
31805,542.69,18,11,1982-12-20,48,87.0,92
31806,454.27,12,12,1978-01-25,40,118.0,89
31807,711.71,14,18,1979-12-06,37,106.0,81
31808,1081.34,15,5,1983-09-20,6,107.0,70
31809,239.62,12,9,1978-05-21,20,102.0,81
31810,60.38,14,16,1975-10-20,13,103.0,82
31811,140.67,9,12,1978-05-14,13,86.0,75
31812,719.21,18,11,1981-04-22,24,82.0,82
31813,235.12,12,10,1974-11-04,48,112.0,74
31814,840.02,14,10,1976-02-08,17,113.0,90
31815,184.49,14,6,1980-06-17,5,99.0,79
31816,310.97,8,9,1976-08-21,53,85.0,76
31817,123.57,8,11,1974-06-25,48,98.0,69
31818,305.89,13,8,1976-12-20,18,119.0,88
31819,1625.73,17,8,1981-06-05,39,101.0,86
31820,1764.07,17,10,1979-12-26,9,112.0,77
31821,48.31,7,6,1978-08-28,37,126.0,72
31822,101.44,6,18,1983-03-20,47,106.0,76
31823,161.24,15,7,1974-03-18,24,74.0,89
31824,356.81,6,8,1977-08-26,51,128.0,74
31825,671.19,11,9,1974-02-08,42,113.0,101
31826,475.85,8,5,1980-08-22,13,86.0,73
31827,117.06,7,9,1983-05-18,37,77.0,80
31828,536.56,9,14,1978-04-08,24,72.0,97
31829,1232.71,24,11,1983-12-05,6,104.0,66
31830,496.5,12,10,1982-01-16,17,81.0,81
31831,243.8,8,10,1981-11-30,45,116.0,84
31832,580.57,12,11,1980-02-29,13,116.0,83
31833,341.02,10,9,1980-08-08,39,115.0,92
31834,825.06,13,9,1982-04-29,17,117.0,89
31835,261.83,13,11,1982-03-06,47,116.0,76
31836,533.32,11,7,1981-11-27,36,99.0,76
31837,1077.87,22,18,1975-05-28,8,104.0,90
31838,477.8,14,7,1976-07-31,26,113.0,69
31839,1148.06,14,13,1982-11-21,39,81.0,77
31840,306.64,15,5,1983-04-26,11,116.0,86
31841,565.3,16,8,1976-05-18,6,105.0,76
31842,444.52,13,15,1979-01-17,55,110.0,78
31843,430.71,11,8,1980-03-15,40,96.0,77
31844,404.46,9,11,1981-11-10,51,111.0,66
31845,641.59,14,11,1976-02-22,28,132.0,102
31846,662.56,13,16,1974-08-03,12,86.0,68
31847,816.96,12,8,1980-08-03,9,111.0,76
31848,283.1,12,5,1976-04-23,4,108.0,83
31849,1180.43,11,13,1982-04-11,17,89.0,93
31850,240.32,10,8,1977-09-02,8,114.0,78
31851,331.99,10,13,1978-04-21,12,85.0,85
31852,436.1,12,9,1980-09-02,34,94.0,76
31853,695.81,15,10,1979-09-06,35,85.0,77
31854,1188.75,20,8,1982-02-21,6,96.0,72
31855,325.89,11,10,1982-02-19,6,111.0,72
31856,921.75,13,9,1982-05-03,22,101.0,71
31857,597.53,11,13,1976-11-23,25,91.0,77
31858,60.46,11,8,1983-09-09,28,138.0,82
31859,828.73,13,10,1981-11-16,42,98.0,87
31860,527.61,13,4,1980-09-26,10,114.0,74
31861,349.99,14,11,1983-09-06,47,107.0,69
31862,481.83,10,12,1981-10-15,17,106.0,103
31863,172.8,10,9,1978-04-09,37,87.0,81
31864,162.82,5,9,1974-05-26,34,102.0,83
31865,939.71,14,11,1979-08-21,40,123.0,102
31866,3267.03,19,10,1978-10-25,18,138.0,85
31867,315.05,10,9,1975-06-08,12,89.0,83
31868,392.19,12,8,1977-07-17,51,100.0,74
31869,441.12,13,13,1977-04-26,48,95.0,74
31870,591.44,19,13,1983-11-29,6,77.0,93
31871,533.71,10,11,1981-02-15,6,93.0,82
31872,433.79,12,5,1976-12-11,39,78.0,89
31873,564.46,13,12,1975-10-31,6,117.0,89
31874,2894.56,15,10,1982-01-03,36,120.0,84
31875,309.52,14,11,1980-10-18,11,87.0,82
31876,364.21,14,8,1977-12-31,39,118.0,94
31877,55.14,8,8,1976-03-26,49,100.0,89
31878,501.07,17,12,1974-12-23,9,82.0,88
31879,417.77,12,11,1976-05-03,6,85.0,76
31880,787.18,11,7,1981-08-09,36,116.0,66
31881,3046.88,14,6,1979-02-28,22,99.0,79
31882,632.4,11,5,1978-01-02,39,100.0,66
31883,333.66,12,9,1977-08-07,48,114.0,80
31884,1660.86,20,8,1976-06-01,42,113.0,74
31885,345.1,8,11,1976-08-09,19,81.0,73
31886,480.72,15,17,1980-01-01,19,106.0,91
31887,336.09,12,17,1978-11-27,29,76.0,84
31888,1466.48,15,9,1982-02-24,20,97.0,72
31889,474.16,10,10,1981-04-23,34,74.0,78
31890,845.41,20,10,1975-02-18,12,89.0,79
31891,1649.77,18,11,1983-03-10,6,93.0,66
31892,896.43,17,11,1982-08-02,18,112.0,64
31893,358.16,12,14,1975-02-12,48,92.0,77
31894,305.57,15,14,1980-08-30,1,96.0,89
31895,565.26,18,10,1975-01-16,42,73.0,81
31896,618.56,13,4,1979-09-07,10,93.0,81
31897,274.88,12,15,1976-03-30,39,88.0,89
31898,242.51,12,7,1974-07-01,36,92.0,80
31899,1209.38,15,10,1981-06-22,16,124.0,74
31900,304.26,10,5,1981-12-08,29,103.0,82
31901,345.94,9,9,1977-02-22,6,98.0,83
31902,359.55,11,13,1976-02-01,42,105.0,82
31903,1580.44,16,10,1974-09-25,13,101.0,71
31904,1114.84,15,18,1981-02-02,48,96.0,82
31905,737.38,11,10,1975-11-06,37,97.0,85
31906,180.62,5,8,1974-03-31,47,107.0,72
31907,1121.58,17,14,1975-07-19,25,109.0,71
31908,164.75,11,10,1974-07-16,53,77.0,100
31909,113.02,9,5,1976-10-30,37,109.0,78
31910,509.82,14,11,1982-06-29,39,97.0,83
31911,2388.75,18,12,1981-04-01,42,88.0,94
31912,223.24,9,6,1976-10-08,18,84.0,68
31913,2243.97,20,9,1980-04-01,48,97.0,79
31914,1261.59,13,5,1976-01-16,24,124.0,83
31915,954.75,14,14,1978-07-10,6,95.0,83
31916,1493.23,16,7,1983-06-16,16,83.0,86
31917,480.56,14,9,1975-02-26,18,85.0,86
31918,330.73,9,7,1983-06-03,29,124.0,85
31919,1125.73,11,11,1974-11-20,48,120.0,100
31920,497.91,14,8,1981-03-15,48,97.0,71
31921,766.97,13,8,1983-04-30,34,105.0,59
31922,222.25,12,7,1975-01-29,13,87.0,94
31923,907.85,15,12,1983-08-25,54,109.0,78
31924,423.18,17,6,1979-02-23,6,121.0,82
31925,78.61,10,12,1975-07-18,12,102.0,77
31926,520.32,9,13,1980-03-23,45,88.0,83
31927,139.14,11,9,1981-02-22,48,102.0,89
31928,254.06,11,9,1979-11-29,42,113.0,71
31929,263.39,10,8,1975-01-14,29,101.0,71
31930,983.02,11,14,1976-04-29,22,103.0,83
31931,163.48,10,10,1981-03-07,55,75.0,69
31932,297.01,14,6,1977-05-15,25,101.0,71
31933,226.47,9,8,1976-03-01,6,89.0,77
31934,211.37,8,7,1975-01-03,1,106.0,93
31935,191.55,15,18,1975-05-04,6,64.0,63
31936,372.09,12,6,1977-08-31,33,109.0,81
31937,851.44,16,5,1980-04-06,27,89.0,72
31938,220.56,13,10,1976-02-23,22,89.0,83
31939,408.85,10,9,1982-03-06,48,114.0,73
31940,262.22,6,5,1981-07-22,28,109.0,76
31941,953.76,16,12,1982-07-31,29,103.0,77
31942,1800.19,19,10,1981-06-08,4,119.0,94
31943,502.29,8,9,1974-01-16,6,107.0,95
31944,1414.49,13,11,1975-10-15,36,90.0,99
31945,190.55,8,12,1980-11-06,9,86.0,74
31946,363.26,15,10,1974-02-25,18,100.0,81
31947,353.46,12,8,1975-12-01,33,95.0,76
31948,280.5,9,6,1981-01-17,39,113.0,74
31949,1342.13,15,4,1982-07-30,42,101.0,79
31950,168.32,12,8,1979-11-13,18,104.0,89
31951,403.26,15,7,1976-03-25,36,95.0,82
31952,524.21,18,7,1982-07-31,25,83.0,87
31953,640.77,11,14,1981-09-30,18,95.0,80
31954,808.37,19,10,1982-12-30,17,123.0,76
31955,646.19,15,7,1977-06-22,42,102.0,78
31956,358.44,11,9,1981-12-14,17,116.0,75
31957,1823.85,17,10,1976-08-07,40,106.0,77
31958,854.44,8,9,1976-07-05,22,105.0,74
31959,368.15,19,16,1982-04-20,23,66.0,77
31960,231.97,12,8,1976-01-25,17,111.0,86
31961,134.92,8,9,1976-07-26,42,114.0,87
31962,163.16,14,10,1979-02-23,44,101.0,94
31963,609.22,10,10,1978-10-17,29,96.0,84
31964,190.96,15,7,1976-11-03,53,94.0,71
31965,146.12,6,1,1982-06-20,36,105.0,73
31966,382.61,12,12,1979-08-27,6,81.0,69
31967,664.93,18,14,1983-09-07,25,91.0,79
31968,1126.18,22,11,1979-11-18,6,101.0,80
31969,310.21,11,17,1979-11-05,2,56.0,75
31970,651.13,11,12,1978-05-09,37,104.0,73
31971,460.39,10,11,1978-09-30,6,100.0,61
31972,281.59,8,10,1979-11-30,39,96.0,81
31973,261.55,9,6,1982-08-29,17,106.0,61
31974,362.38,14,6,1979-04-08,53,89.0,71
31975,331.11,12,8,1977-06-06,42,114.0,78
31976,486.64,12,7,1976-07-10,24,126.0,94
31977,552.33,14,9,1983-07-19,48,109.0,87
31978,301.75,9,8,1977-11-13,39,95.0,76
31979,293.56,11,5,1982-03-10,42,86.0,90
31980,954.4,15,10,1974-09-26,9,91.0,80
31981,220.85,17,12,1983-01-05,6,90.0,80
31982,635.75,15,15,1981-07-11,40,114.0,87
31983,426.82,12,14,1974-05-03,39,132.0,74
31984,266.04,10,8,1981-08-12,39,79.0,80
31985,383.29,13,19,1975-02-25,55,83.0,74
31986,315.94,5,10,1979-01-11,12,109.0,73
31987,277.7,6,11,1976-04-04,13,107.0,90
31988,1223.48,22,10,1982-10-27,53,89.0,90
31989,1294.25,15,8,1979-04-13,18,107.0,100
31990,374.03,12,8,1976-12-26,20,109.0,80
31991,1118.0,10,11,1978-07-22,48,115.0,87
31992,709.09,20,13,1981-07-08,34,124.0,73
31993,1221.97,17,12,1982-10-29,49,96.0,96
31994,349.22,19,12,1981-08-20,51,89.0,90
31995,159.65,12,12,1979-07-04,39,93.0,84
31996,329.99,9,6,1977-08-05,48,92.0,95
31997,431.38,14,11,1976-11-17,37,103.0,85
31998,81.68,7,13,1974-08-29,22,96.0,86
31999,211.13,10,13,1974-12-13,37,88.0,82
32000,393.81,11,12,1980-01-16,17,90.0,75
32001,1755.59,19,13,1979-07-06,41,77.0,80
32002,398.41,10,5,1976-05-30,5,118.0,66
32003,111.67,7,7,1974-11-15,6,98.0,80
32004,221.74,11,7,1980-10-26,1,82.0,73
32005,108.67,10,8,1979-06-14,25,97.0,86
32006,112.45,8,9,1979-01-03,26,94.0,76
32007,540.25,15,16,1983-02-19,53,94.0,78
32008,373.07,10,11,1979-08-08,12,86.0,85
32009,2330.82,19,13,1980-12-28,25,99.0,78
32010,1371.13,18,6,1980-05-12,17,94.0,91
32011,674.59,14,12,1976-12-17,39,112.0,89
32012,251.91,8,7,1976-03-18,32,110.0,71
32013,274.86,11,12,1975-06-07,41,95.0,73
32014,1715.83,20,18,1982-03-27,17,119.0,73
32015,1090.34,15,11,1979-05-01,45,108.0,95
32016,360.26,8,11,1977-04-15,47,90.0,61
32017,219.82,9,11,1974-07-17,38,93.0,72
32018,331.0,12,9,1979-10-02,22,93.0,87
32019,36.82,7,9,1975-02-20,37,96.0,85
32020,351.07,13,8,1979-10-03,29,94.0,84
32021,1134.43,13,8,1977-01-09,12,107.0,78
32022,233.44,7,12,1976-02-27,39,109.0,93
32023,1528.94,22,17,1977-08-10,8,100.0,77
32024,313.45,12,12,1982-12-26,36,114.0,89
32025,328.16,9,13,1979-08-06,53,94.0,82
32026,272.03,12,11,1978-07-23,48,111.0,87
32027,134.87,7,5,1974-03-23,39,108.0,74
32028,913.32,18,10,1978-08-12,24,99.0,97
32029,765.99,10,10,1975-11-16,17,105.0,75
32030,634.4,8,12,1975-05-29,4,126.0,68
32031,253.66,11,11,1981-07-17,12,84.0,61
32032,269.6,10,8,1975-12-24,6,89.0,70
32033,166.07,10,6,1975-06-26,8,104.0,60
32034,418.88,15,13,1978-09-15,37,117.0,87
32035,1223.51,15,7,1977-03-09,37,125.0,84
32036,765.95,9,14,1982-04-24,34,116.0,79
32037,1087.52,13,10,1976-05-15,39,96.0,69
32038,98.19,8,10,1980-08-04,37,83.0,94
32039,236.86,15,5,1979-09-28,33,121.0,80
32040,1345.84,20,13,1977-09-18,53,123.0,87
32041,881.95,16,12,1978-07-05,5,112.0,76
32042,231.52,6,11,1975-03-07,17,63.0,85
32043,177.29,15,9,1976-11-02,53,103.0,85
32044,304.0,12,8,1976-05-10,19,50.0,68
32045,171.74,14,8,1978-05-01,6,89.0,85
32046,666.67,14,8,1975-10-21,55,109.0,82
32047,670.12,9,15,1978-07-08,17,108.0,82
32048,332.01,11,10,1983-04-17,48,96.0,89
32049,175.9,16,4,1976-10-05,35,106.0,75
32050,332.44,8,11,1978-03-24,26,90.0,92
32051,777.85,12,6,1975-12-26,17,65.0,90
32052,237.98,15,12,1978-07-30,48,86.0,87
32053,66.88,11,5,1975-10-09,47,95.0,83
32054,212.8,13,9,1979-06-12,26,116.0,88
32055,301.25,15,6,1983-08-07,24,116.0,69
32056,232.37,9,10,1974-09-19,28,120.0,89
32057,568.51,9,18,1981-02-04,49,105.0,74
32058,440.38,15,20,1975-02-03,23,109.0,62
32059,611.74,15,10,1980-09-24,40,102.0,94
32060,216.76,9,11,1974-01-31,37,106.0,69
32061,190.53,8,15,1974-10-09,6,102.0,78
32062,718.99,16,14,1982-12-16,12,78.0,73
32063,841.65,9,8,1977-06-26,51,123.0,81
32064,1092.3,15,8,1982-03-01,39,115.0,89
32065,351.05,15,7,1977-03-01,48,79.0,71
32066,533.88,16,8,1982-12-28,45,116.0,85
32067,334.56,17,10,1979-04-23,6,90.0,56
32068,974.94,14,15,1983-03-25,53,99.0,96
32069,357.87,13,13,1977-03-19,36,73.0,84
32070,745.74,12,13,1974-07-20,17,107.0,85
32071,262.43,12,11,1982-10-16,37,118.0,89
32072,884.07,18,13,1976-03-21,41,92.0,84
32073,896.64,10,7,1981-10-09,51,78.0,83
32074,244.18,9,17,1978-01-13,34,107.0,84
32075,3345.14,18,11,1975-03-13,49,107.0,84
32076,203.04,9,12,1979-03-10,55,103.0,82
32077,587.55,11,3,1977-01-20,48,86.0,81
32078,742.54,10,8,1977-12-19,54,124.0,73
32079,37.75,8,11,1975-11-29,13,84.0,76
32080,212.27,11,10,1977-06-05,48,87.0,82
32081,877.33,19,12,1976-02-22,5,106.0,91
32082,80.62,7,9,1981-04-26,39,95.0,88
32083,496.38,14,10,1976-11-14,36,113.0,70
32084,471.46,12,10,1980-06-26,17,79.0,56
32085,469.47,16,19,1983-05-09,1,80.0,80
32086,822.67,13,7,1981-12-18,21,107.0,84
32087,166.02,9,11,1978-06-02,48,110.0,70
